(('de', 1.0), 90, (1632, 1518), None, 'hsl(0, 100%, 30%)')
(('heredat', 0.076599721135609269), 4, (647, 1775), 2, 'hsl(245, 100%, 30%)')
(('esperimentaba', 0.076398488790956592), 4, (508, 1798), None, 'hsl(245, 100%, 30%)')
(('ouseley', 0.075989409128830857), 4, (532, 1766), 2, 'hsl(246, 100%, 30%)')
(('erosion', 0.075615328858478784), 4, (449, 1545), None, 'hsl(246, 100%, 30%)')
(('malvavisco', 0.075215471137457718), 4, (613, 1816), None, 'hsl(246, 100%, 30%)')
(('bresson', 0.074966012177162797), 4, (690, 1591), None, 'hsl(246, 100%, 30%)')
(('esclusivos', 0.074828044239460934), 4, (616, 1652), 2, 'hsl(246, 100%, 30%)')
(('estendidos', 0.074597717385194301), 4, (584, 1528), 2, 'hsl(246, 100%, 30%)')
(('alentejo', 0.074350198592467207), 4, (566, 1756), 2, 'hsl(246, 100%, 30%)')
(('mansfeld', 0.074210757379486375), 4, (538, 1863), 2, 'hsl(246, 100%, 30%)')
(('zornoza', 0.073008284312569477), 4, (503, 1738), 2, 'hsl(246, 100%, 30%)')
(('esceptuar', 0.07298772061580458), 4, (455, 1528), None, 'hsl(246, 100%, 30%)')
(('egecutar', 0.072903897592190139), 4, (565, 1550), None, 'hsl(246, 100%, 30%)')
(('lúnes', 0.0728329792145785), 4, (657, 1582), None, 'hsl(246, 100%, 30%)')
(('granaditas', 0.072469724939962177), 4, (698, 1808), None, 'hsl(246, 100%, 30%)')
(('juéves', 0.07242424265012766), 4, (453, 1648), None, 'hsl(246, 100%, 30%)')
(('vesiculares', 0.072365916249889028), 4, (700, 1663), None, 'hsl(246, 100%, 30%)')
(('estonce', 0.072047497808840733), 4, (585, 1787), 2, 'hsl(246, 100%, 30%)')
(('habiau', 0.071880681395254775), 4, (448, 1727), None, 'hsl(246, 100%, 30%)')
(('esplicaba', 0.071872804317137204), 4, (647, 1733), 2, 'hsl(246, 100%, 30%)')
(('estendian', 0.071656386654440768), 4, (593, 1613), 2, 'hsl(246, 100%, 30%)')
(('esponia', 0.071582980250792808), 4, (622, 1733), None, 'hsl(246, 100%, 30%)')
(('serrador', 0.0714308333123235), 4, (598, 1726), None, 'hsl(246, 100%, 30%)')
(('tepotzotlán', 0.071201437650035879), 4, (531, 1629), 2, 'hsl(246, 100%, 30%)')
(('guarnecian', 0.070971291499973971), 4, (671, 1713), None, 'hsl(246, 100%, 30%)')
(('ustariz', 0.070737698503303664), 4, (509, 1731), 2, 'hsl(246, 100%, 30%)')
(('condecoracion', 0.068606766601440314), 4, (528, 1635), 2, 'hsl(246, 100%, 30%)')
(('quintar', 0.067984945622213092), 4, (457, 1764), None, 'hsl(246, 100%, 30%)')
(('tamalameque', 0.067008160355472801), 4, (641, 1712), 2, 'hsl(246, 100%, 30%)')
(('references', 0.066503921124176343), 4, (645, 1511), None, 'hsl(246, 100%, 30%)')
(('aguijon', 0.065786821126121109), 4, (635, 1791), 2, 'hsl(246, 100%, 30%)')
(('tlacopan', 0.065424790935969562), 4, (591, 1811), 2, 'hsl(246, 100%, 30%)')
(('ixtlilxochitl', 0.064148785038116232), 4, (546, 1734), 2, 'hsl(246, 100%, 30%)')
(('obgetos', 0.063613540207923314), 4, (683, 1613), 2, 'hsl(246, 100%, 30%)')
(('villarcayo', 0.06270644354902416), 4, (653, 1600), 2, 'hsl(246, 100%, 30%)')
(('caxamalca', 0.061593860874762985), 4, (515, 1526), 2, 'hsl(246, 100%, 30%)')
(('kendall', 0.06070927463538877), 4, (482, 1716), 2, 'hsl(246, 100%, 30%)')
(('villava', 0.059464133207754247), 4, (528, 1704), 2, 'hsl(246, 100%, 30%)')
(('gisela', 0.059357529933239721), 4, (526, 1755), None, 'hsl(246, 100%, 30%)')
(('cabañero', 0.058698962994965243), 4, (630, 1683), 2, 'hsl(246, 100%, 30%)')
(('insurjentes', 0.058640982180735275), 4, (584, 1792), 2, 'hsl(246, 100%, 30%)')
(('balleza', 0.058359787083588091), 4, (630, 1761), None, 'hsl(246, 100%, 30%)')
(('droz', 0.058339103795280109), 4, (627, 1733), 2, 'hsl(246, 100%, 30%)')
(('ozores', 0.058019895520725243), 4, (681, 1826), 2, 'hsl(246, 100%, 30%)')
(('himen', 0.057837192107920508), 4, (492, 1649), None, 'hsl(246, 100%, 30%)')
(('capeto', 0.056389323462299433), 4, (504, 1742), 2, 'hsl(247, 100%, 30%)')
(('erico', 0.056379455770188103), 4, (431, 1589), None, 'hsl(247, 100%, 30%)')
(('tobias', 0.055346256811028269), 4, (608, 1805), 2, 'hsl(247, 100%, 30%)')
(('pirueta', 0.054813712460060587), 4, (630, 1507), None, 'hsl(247, 100%, 30%)')
(('taranco', 0.05465850236333554), 4, (456, 1685), None, 'hsl(247, 100%, 30%)')
(('roxana', 0.054258780329309614), 4, (586, 1796), 2, 'hsl(247, 100%, 30%)')
(('lesbos', 0.053338586024994736), 4, (632, 1609), None, 'hsl(247, 100%, 30%)')
(('pasagera', 0.052991299811852501), 4, (650, 1791), 2, 'hsl(247, 100%, 30%)')
(('conga', 0.052879388051968811), 4, (469, 1768), 2, 'hsl(247, 100%, 30%)')
(('rastrojeras', 0.050441877812094603), 4, (615, 1656), 2, 'hsl(247, 100%, 30%)')
(('alomar', 0.050216538803446953), 4, (481, 1819), None, 'hsl(247, 100%, 30%)')
(('cuevillas', 0.049584861602443422), 4, (606, 1679), None, 'hsl(247, 100%, 30%)')
(('glenoidea', 0.049390367795235202), 4, (588, 1521), 2, 'hsl(247, 100%, 30%)')
(('galeazas', 0.049337767630166486), 4, (706, 1740), 2, 'hsl(247, 100%, 30%)')
(('casetones', 0.049151239328322154), 4, (590, 1864), 2, 'hsl(247, 100%, 30%)')
(('burjasot', 0.049132093088737949), 4, (443, 1698), None, 'hsl(247, 100%, 30%)')
(('sábios', 1.0), 90, (637, 1877), None, 'hsl(210, 100%, 30%)')
(('sustanciacion', 0.94310461143753521), 58, (707, 1855), None, 'hsl(212, 100%, 30%)')
(('espulsion', 0.75913976977533149), 51, (752, 1943), None, 'hsl(220, 100%, 30%)')
(('abstraccion', 0.66774852661392536), 38, (593, 1876), None, 'hsl(223, 100%, 30%)')
(('esclusion', 0.5914539679093419), 35, (805, 1989), None, 'hsl(226, 100%, 30%)')
(('enumeracion', 0.5257738213637041), 23, (565, 1894), None, 'hsl(229, 100%, 30%)')
(('vejetacion', 0.52399329758430924), 22, (832, 2000), None, 'hsl(229, 100%, 30%)')
(('estincion', 0.51616357617748243), 21, (851, 2034), None, 'hsl(229, 100%, 30%)')
(('profusion', 0.49525994582294386), 21, (541, 1898), None, 'hsl(230, 100%, 30%)')
(('rayon', 0.48793397494119534), 21, (651, 1852), 2, 'hsl(230, 100%, 30%)')
(('mondragon', 0.48099196934410698), 17, (632, 2045), None, 'hsl(231, 100%, 30%)')
(('neron', 0.46363155289558927), 17, (691, 2161), None, 'hsl(231, 100%, 30%)')
(('caucion', 0.46281999870615909), 16, (752, 1871), None, 'hsl(231, 100%, 30%)')
(('imperfeccion', 0.45172331860481618), 13, (793, 2103), None, 'hsl(232, 100%, 30%)')
(('peregrinacion', 0.44552568619824157), 13, (867, 2030), None, 'hsl(232, 100%, 30%)')
(('inhibicion', 0.44263200887697318), 13, (768, 1881), None, 'hsl(232, 100%, 30%)')
(('espedito', 0.40178625436642973), 12, (522, 1909), None, 'hsl(234, 100%, 30%)')
(('esceder', 0.38887900979414275), 12, (650, 2147), 2, 'hsl(234, 100%, 30%)')
(('defraudacion', 0.38262329858838467), 12, (584, 1950), None, 'hsl(234, 100%, 30%)')
(('consumacion', 0.37846904795242181), 12, (629, 1861), None, 'hsl(235, 100%, 30%)')
(('esplosion', 0.37432779389834614), 12, (882, 2047), None, 'hsl(235, 100%, 30%)')
(('estensiva', 0.37110452095351332), 12, (750, 2182), 2, 'hsl(235, 100%, 30%)')
(('espresarse', 0.36803663959687699), 12, (696, 1834), 2, 'hsl(235, 100%, 30%)')
(('ecsistencia', 0.36588211951963751), 12, (623, 1967), None, 'hsl(235, 100%, 30%)')
(('ejercian', 0.35791768247206984), 12, (700, 2177), None, 'hsl(235, 100%, 30%)')
(('irrupcion', 0.33114817206522407), 11, (799, 1941), None, 'hsl(236, 100%, 30%)')
(('peñon', 0.32336643316981012), 11, (636, 1991), None, 'hsl(237, 100%, 30%)')
(('rejistros', 0.32045904215713478), 11, (714, 2224), 2, 'hsl(237, 100%, 30%)')
(('prorogar', 0.31939490327975023), 10, (640, 1877), None, 'hsl(237, 100%, 30%)')
(('denegacion', 0.31245930296524782), 9, (832, 2104), None, 'hsl(237, 100%, 30%)')
(('impugnacion', 0.31234316322630179), 8, (557, 1912), None, 'hsl(237, 100%, 30%)')
(('prelacion', 0.30585486019626829), 8, (752, 2198), 2, 'hsl(237, 100%, 30%)')
(('verémos', 0.3015975835549406), 8, (844, 2105), None, 'hsl(238, 100%, 30%)')
(('tanucci', 0.29401956755759273), 8, (818, 2141), None, 'hsl(238, 100%, 30%)')
(('cohesion', 0.28868670042856187), 8, (706, 2009), None, 'hsl(238, 100%, 30%)')
(('demolicion', 0.2815638335007799), 8, (751, 2126), None, 'hsl(238, 100%, 30%)')
(('pantalon', 0.27541190845478669), 8, (672, 1869), 2, 'hsl(239, 100%, 30%)')
(('oráa', 0.273555309124144), 8, (558, 2009), None, 'hsl(239, 100%, 30%)')
(('tehuacan', 0.26852351604129027), 8, (779, 1901), None, 'hsl(239, 100%, 30%)')
(('tolon', 0.26827306255186611), 8, (859, 2013), None, 'hsl(239, 100%, 30%)')
(('desmembracion', 0.26501753896217617), 8, (752, 1964), None, 'hsl(239, 100%, 30%)')
(('esceptuados', 0.2638933068753781), 8, (713, 1844), 2, 'hsl(239, 100%, 30%)')
(('dinastia', 0.25867871232106948), 8, (712, 1894), 2, 'hsl(239, 100%, 30%)')
(('tenango', 0.25633950461004607), 8, (617, 2083), None, 'hsl(239, 100%, 30%)')
(('permanecian', 0.25523216563231782), 8, (641, 1965), 2, 'hsl(239, 100%, 30%)')
(('escedan', 0.25339298306017144), 8, (638, 1865), 2, 'hsl(240, 100%, 30%)')
(('uncion', 0.24777000879444797), 8, (898, 2058), None, 'hsl(240, 100%, 30%)')
(('comprendian', 0.24629861128426064), 8, (729, 2205), 2, 'hsl(240, 100%, 30%)')
(('impedian', 0.24550708322865003), 8, (646, 1915), 2, 'hsl(240, 100%, 30%)')
(('espedirá', 0.24451767332454036), 8, (804, 2150), None, 'hsl(240, 100%, 30%)')
(('escluidos', 0.24354484241745994), 8, (811, 1952), None, 'hsl(240, 100%, 30%)')
(('entonacion', 0.23644076427169727), 8, (657, 2022), 2, 'hsl(240, 100%, 30%)')
(('esclama', 0.23591652747889727), 8, (534, 1903), None, 'hsl(240, 100%, 30%)')
(('profanacion', 0.22346831102470013), 8, (792, 2048), None, 'hsl(241, 100%, 30%)')
(('imponian', 0.22213933774634581), 8, (583, 1909), None, 'hsl(241, 100%, 30%)')
(('diócesi', 0.21910140126235955), 8, (660, 2166), 2, 'hsl(241, 100%, 30%)')
(('carruage', 0.2153325054244648), 8, (760, 2169), 2, 'hsl(241, 100%, 30%)')
(('aberracion', 0.21445296299847882), 8, (589, 2033), None, 'hsl(241, 100%, 30%)')
(('emanacion', 0.21327174494972728), 8, (652, 2042), 2, 'hsl(241, 100%, 30%)')
(('espidan', 0.21200487521370984), 8, (622, 1935), None, 'hsl(241, 100%, 30%)')
(('escalon', 0.21048776644625825), 8, (667, 1992), 2, 'hsl(241, 100%, 30%)')
(('bernis', 0.20028246313106721), 8, (686, 1840), 2, 'hsl(242, 100%, 30%)')
(('repulsion', 0.19643266869451603), 7, (591, 1905), None, 'hsl(242, 100%, 30%)')
(('vizcainos', 0.19634200730634391), 7, (627, 2091), None, 'hsl(242, 100%, 30%)')
(('preposicion', 0.19501868987998072), 7, (651, 2156), 2, 'hsl(242, 100%, 30%)')
(('occéano', 0.19241323249062933), 7, (786, 1909), None, 'hsl(242, 100%, 30%)')
(('perversion', 0.19198997415874189), 7, (802, 2053), None, 'hsl(242, 100%, 30%)')
(('festin', 0.18968482160297911), 7, (646, 2083), None, 'hsl(242, 100%, 30%)')
(('mondejar', 0.18857139424958469), 7, (793, 2014), None, 'hsl(242, 100%, 30%)')
(('balam', 0.18818912063081972), 7, (728, 2014), 2, 'hsl(242, 100%, 30%)')
(('murmuracion', 0.18751225087730403), 7, (709, 2095), None, 'hsl(242, 100%, 30%)')
(('guiomar', 0.18728271909079661), 7, (801, 2011), None, 'hsl(242, 100%, 30%)')
(('antelacion', 0.18414293236461762), 7, (720, 2236), 2, 'hsl(242, 100%, 30%)')
(('chripstianos', 0.17911625589703997), 7, (531, 1933), None, 'hsl(242, 100%, 30%)')
(('hixem', 0.1651898549516774), 7, (648, 2119), None, 'hsl(243, 100%, 30%)')
(('jovio', 0.16219152638977341), 7, (603, 2082), None, 'hsl(243, 100%, 30%)')
(('huatusco', 0.15188754525420323), 7, (753, 2038), 2, 'hsl(244, 100%, 30%)')
(('balduino', 0.15023441563310933), 7, (623, 1880), None, 'hsl(244, 100%, 30%)')
(('abrá', 0.14690547200660237), 7, (671, 2176), 2, 'hsl(244, 100%, 30%)')
(('dixieron', 0.14182479134562445), 7, (624, 2037), None, 'hsl(244, 100%, 30%)')
(('luxán', 0.13989239118909411), 7, (699, 1969), 2, 'hsl(244, 100%, 30%)')
(('acatl', 0.13708257519741399), 7, (676, 2068), 2, 'hsl(244, 100%, 30%)')
(('concedimus', 0.12795211600413398), 7, (707, 1909), None, 'hsl(244, 100%, 30%)')
(('estensivo', 0.12609984424109918), 7, (646, 1998), None, 'hsl(245, 100%, 30%)')
(('conjugacion', 0.12400372288870916), 6, (708, 1853), None, 'hsl(245, 100%, 30%)')
(('otalora', 0.12269564953939958), 6, (752, 2074), None, 'hsl(245, 100%, 30%)')
(('encartaciones', 0.12225899775714737), 6, (654, 2099), 2, 'hsl(245, 100%, 30%)')
(('prévias', 0.11497666659685192), 6, (730, 1822), 2, 'hsl(245, 100%, 30%)')
(('espresiva', 0.11477625291918042), 6, (697, 2152), 2, 'hsl(245, 100%, 30%)')
(('tecpan', 0.11054301524652566), 6, (829, 1969), None, 'hsl(245, 100%, 30%)')
(('lángara', 0.1097643126397058), 6, (546, 1995), 2, 'hsl(245, 100%, 30%)')
(('ixmiquilpan', 0.107784233082697), 6, (709, 2187), None, 'hsl(245, 100%, 30%)')
(('descubria', 0.10763888756280872), 6, (665, 2142), 2, 'hsl(245, 100%, 30%)')
(('afranio', 0.10705420886192077), 6, (793, 1945), None, 'hsl(245, 100%, 30%)')
(('tepeji', 0.10518013420884438), 6, (756, 1930), None, 'hsl(245, 100%, 30%)')
(('keene', 0.10500460513650881), 6, (516, 1914), None, 'hsl(245, 100%, 30%)')
(('metelo', 0.1048304243699326), 6, (754, 2213), 2, 'hsl(245, 100%, 30%)')
(('escluido', 0.10460777128966402), 6, (752, 2055), 2, 'hsl(245, 100%, 30%)')
(('sampiro', 0.10349024239882047), 6, (848, 1995), None, 'hsl(245, 100%, 30%)')
(('tlacotepec', 0.10265829746696643), 6, (570, 1886), 2, 'hsl(245, 100%, 30%)')
(('apan', 0.10250513472411873), 6, (728, 1960), 2, 'hsl(245, 100%, 30%)')
(('caveda', 0.10195464757725949), 6, (723, 2243), 2, 'hsl(245, 100%, 30%)')
(('arrianos', 0.10178214498239903), 6, (646, 2058), None, 'hsl(245, 100%, 30%)')
(('chron', 0.1017602013089543), 6, (687, 1880), None, 'hsl(245, 100%, 30%)')
(('borbónicas', 0.10122239670573568), 6, (593, 1955), None, 'hsl(246, 100%, 30%)')
(('bugía', 0.10041553101017892), 6, (674, 1999), 2, 'hsl(246, 100%, 30%)')
(('alodio', 0.098521383933196094), 6, (731, 1997), 2, 'hsl(246, 100%, 30%)')
(('crón', 0.097238133271261337), 6, (904, 2066), 2, 'hsl(246, 100%, 30%)')
(('acaesciere', 0.095910074981603921), 6, (821, 1954), None, 'hsl(246, 100%, 30%)')
(('cartaginense', 0.095903420613210666), 5, (647, 1876), None, 'hsl(246, 100%, 30%)')
(('áeste', 0.095816925257461633), 5, (713, 1901), 2, 'hsl(246, 100%, 30%)')
(('penitencial', 0.094910922798679992), 5, (558, 1963), None, 'hsl(246, 100%, 30%)')
(('cubí', 0.09427585955265895), 5, (910, 2073), None, 'hsl(246, 100%, 30%)')
(('gunnar', 0.093761134948075073), 5, (732, 2124), None, 'hsl(246, 100%, 30%)')
(('pint', 0.093646483113141832), 5, (645, 1930), 2, 'hsl(246, 100%, 30%)')
(('carracas', 0.093475131748046086), 5, (563, 1954), None, 'hsl(246, 100%, 30%)')
(('burnet', 0.093409124045676376), 5, (572, 2042), 2, 'hsl(246, 100%, 30%)')
(('espedicionario', 0.093167624567528709), 4, (804, 2122), None, 'hsl(246, 100%, 30%)')
(('tecpatl', 0.093160940478289198), 4, (686, 2116), 2, 'hsl(246, 100%, 30%)')
(('sisenando', 0.091094091964720417), 4, (661, 1972), 2, 'hsl(246, 100%, 30%)')
(('tembleque', 0.091018143021888459), 4, (694, 2046), 2, 'hsl(246, 100%, 30%)')
(('resciban', 0.090899326951335319), 4, (877, 2039), 2, 'hsl(246, 100%, 30%)')
(('fulvio', 0.088762384190897339), 4, (732, 1946), 2, 'hsl(246, 100%, 30%)')
(('carriazo', 0.08861653806299416), 4, (725, 2078), None, 'hsl(246, 100%, 30%)')
(('geraldo', 0.084583806038248333), 4, (711, 1979), None, 'hsl(246, 100%, 30%)')
(('sóller', 0.083899222340357904), 4, (881, 2101), None, 'hsl(246, 100%, 30%)')
(('lopera', 0.082875068618220596), 4, (725, 2129), None, 'hsl(246, 100%, 30%)')
(('philipe', 0.081139997259567678), 4, (839, 1987), None, 'hsl(246, 100%, 30%)')
(('puruándiro', 0.080466780073322405), 4, (735, 2109), 2, 'hsl(246, 100%, 30%)')
(('amescua', 0.079845433094172261), 4, (750, 2219), 2, 'hsl(246, 100%, 30%)')
(('conca', 0.079492296293597914), 4, (786, 1994), 2, 'hsl(246, 100%, 30%)')
(('castrum', 0.079478042853438999), 4, (654, 2049), 2, 'hsl(246, 100%, 30%)')
(('miron', 0.079316130874966945), 4, (792, 1918), None, 'hsl(246, 100%, 30%)')
(('santis', 0.079146832298705588), 4, (593, 2003), None, 'hsl(246, 100%, 30%)')
(('collingwood', 0.078820960601116458), 4, (674, 2077), 2, 'hsl(246, 100%, 30%)')
(('viéredes', 0.078455492517839287), 4, (773, 2192), 2, 'hsl(246, 100%, 30%)')
(('orio', 0.078055571875025084), 4, (720, 1915), 2, 'hsl(246, 100%, 30%)')
(('quarteles', 0.077836610678935325), 4, (796, 1923), None, 'hsl(246, 100%, 30%)')
(('estaing', 0.077055821815943018), 4, (770, 2177), 2, 'hsl(246, 100%, 30%)')
(('brianda', 0.07680663569617073), 4, (762, 1845), None, 'hsl(246, 100%, 30%)')
(('trujano', 0.076671791833557004), 4, (562, 1892), None, 'hsl(246, 100%, 30%)')
(('balseiro', 0.075631206259657455), 4, (738, 1881), 2, 'hsl(247, 100%, 30%)')
(('odin', 0.0752169552988083), 4, (840, 1977), None, 'hsl(247, 100%, 30%)')
(('arroces', 0.074681163847018159), 4, (725, 2053), None, 'hsl(247, 100%, 30%)')
(('aecio', 0.074343016140782509), 4, (824, 2160), None, 'hsl(247, 100%, 30%)')
(('lipsio', 0.073822144899060402), 4, (608, 1870), 2, 'hsl(247, 100%, 30%)')
(('ponderacion', 0.07307079628081517), 4, (727, 2188), 2, 'hsl(247, 100%, 30%)')
(('vitalistas', 0.072192844485564331), 4, (611, 2092), None, 'hsl(247, 100%, 30%)')
(('renzo', 0.07208244143421777), 4, (825, 2142), None, 'hsl(247, 100%, 30%)')
(('calder', 0.071397206868848526), 4, (645, 2143), 2, 'hsl(247, 100%, 30%)')
(('sherwood', 0.07120584749791202), 4, (737, 2033), 2, 'hsl(247, 100%, 30%)')
(('hud', 0.070027448266590103), 4, (629, 2028), 2, 'hsl(247, 100%, 30%)')
(('belorado', 0.069922952426538204), 4, (737, 2050), None, 'hsl(247, 100%, 30%)')
(('pierri', 0.069623127839466434), 4, (893, 2086), 2, 'hsl(247, 100%, 30%)')
(('snyder', 0.069433666298743243), 4, (727, 2152), 2, 'hsl(247, 100%, 30%)')
(('sagrera', 0.068921959466009208), 4, (583, 1891), None, 'hsl(247, 100%, 30%)')
(('atabaliba', 0.068808269419372292), 4, (853, 2122), None, 'hsl(247, 100%, 30%)')
(('varonía', 0.068594574616586232), 4, (779, 2055), 2, 'hsl(247, 100%, 30%)')
(('nágera', 0.067079315200596873), 4, (793, 1976), None, 'hsl(247, 100%, 30%)')
(('esponente', 0.065417740161926433), 4, (765, 1859), None, 'hsl(247, 100%, 30%)')
(('luxemburg', 0.065341094615017553), 4, (714, 2033), 2, 'hsl(247, 100%, 30%)')
(('malek', 0.065286134321764028), 4, (728, 2170), 2, 'hsl(247, 100%, 30%)')
(('guancavelica', 0.064279643866505559), 4, (767, 1938), 2, 'hsl(247, 100%, 30%)')
(('tullio', 0.063866947034571617), 4, (871, 2113), None, 'hsl(247, 100%, 30%)')
(('eliezer', 0.063449938701851824), 4, (666, 1897), None, 'hsl(247, 100%, 30%)')
(('progenies', 0.063329383863682448), 4, (804, 2100), None, 'hsl(247, 100%, 30%)')
(('philippo', 0.062597039607692903), 4, (708, 2076), 2, 'hsl(247, 100%, 30%)')
(('devan', 0.062231013952822239), 4, (709, 1997), 2, 'hsl(247, 100%, 30%)')
(('sanahuja', 0.06164440664015812), 4, (796, 1991), 2, 'hsl(247, 100%, 30%)')
(('beneficial', 0.061409398651754814), 4, (681, 1917), 2, 'hsl(247, 100%, 30%)')
(('ensamblados', 0.061227376767371687), 4, (669, 1925), None, 'hsl(247, 100%, 30%)')
(('pétion', 0.061202554562890914), 4, (562, 1976), None, 'hsl(247, 100%, 30%)')
(('cotera', 0.060962042168501429), 4, (678, 2188), None, 'hsl(247, 100%, 30%)')
(('efraim', 0.060342974355427778), 4, (610, 2065), 2, 'hsl(247, 100%, 30%)')
(('sutter', 0.060210925740543327), 4, (641, 1921), 2, 'hsl(247, 100%, 30%)')
(('cautamente', 0.06007371011541357), 4, (848, 2029), None, 'hsl(247, 100%, 30%)')
(('britto', 0.059773613977273009), 4, (748, 2115), 2, 'hsl(247, 100%, 30%)')
(('encargaré', 0.059737635998003781), 4, (750, 2191), 2, 'hsl(247, 100%, 30%)')
(('modillones', 0.059694861366216205), 4, (710, 2161), None, 'hsl(247, 100%, 30%)')
(('ilustradores', 0.059647296059993353), 4, (625, 2064), None, 'hsl(247, 100%, 30%)')
(('vicarías', 0.059275766837643171), 4, (818, 2129), 2, 'hsl(247, 100%, 30%)')
(('saget', 0.058092681049981214), 4, (779, 1889), None, 'hsl(247, 100%, 30%)')
(('arroyave', 0.057896619599790519), 4, (773, 2155), 2, 'hsl(247, 100%, 30%)')
(('resquebraja', 0.057569987421072888), 4, (630, 1958), 2, 'hsl(247, 100%, 30%)')
(('hussey', 0.056525987172882049), 4, (670, 1845), 2, 'hsl(247, 100%, 30%)')
(('villasandino', 0.056475385703332194), 4, (632, 1964), None, 'hsl(247, 100%, 30%)')
(('afincamiento', 0.056050083039543321), 4, (653, 1875), 2, 'hsl(247, 100%, 30%)')
(('huviesen', 0.055791247488811826), 4, (757, 2070), None, 'hsl(247, 100%, 30%)')
(('pelele', 0.055331021240252749), 4, (857, 2123), 2, 'hsl(247, 100%, 30%)')
(('moquillo', 0.055046298843082653), 4, (752, 1853), None, 'hsl(247, 100%, 30%)')
(('negroni', 0.054987836322059822), 4, (624, 1864), None, 'hsl(247, 100%, 30%)')
(('emerita', 0.054975204274816426), 4, (703, 2091), None, 'hsl(247, 100%, 30%)')
(('anotacion', 1.0), 61, (897, 2108), None, 'hsl(218, 100%, 30%)')
(('lábios', 0.94897834801186087), 59, (961, 2281), 2, 'hsl(219, 100%, 30%)')
(('trasformacion', 0.85552955312374024), 33, (860, 2145), None, 'hsl(222, 100%, 30%)')
(('humillacion', 0.78604828862239629), 32, (948, 2220), 2, 'hsl(225, 100%, 30%)')
(('várias', 0.66449170779305877), 30, (1009, 2380), 2, 'hsl(228, 100%, 30%)')
(('progresion', 0.59184058648449867), 28, (821, 2191), None, 'hsl(231, 100%, 30%)')
(('abdicacion', 0.57687892940229712), 28, (997, 2341), 2, 'hsl(231, 100%, 30%)')
(('intuicion', 0.54153390635348175), 27, (968, 2246), 2, 'hsl(232, 100%, 30%)')
(('induccion', 0.52856164163179509), 27, (982, 2405), 2, 'hsl(233, 100%, 30%)')
